     Lat[deg]     Lon[deg]   Disp_north    Disp_east    Disp_down    Stress_nn    Stress_ee    Stress_dd    Stress_ne    Stress_ed    Stress_dn       Tilt_n       Tilt_e     Rotation        Geoid      Gravity      CFS_Max      CFS_Mas  CFS_Mas_Opt    Sigma_Mas Rake_Mas_Opt      CFS_Opt  Sigma_Opt_1 Strike_Opt_1    Dip_Opt_1   Rake_Opt_1  Sigma_Opt_2 Strike_Opt_2    Dip_Opt_2   Rake_Opt_2
    31.980000   103.680000 -0.61773E-01  0.46690E+00  0.46802E-02  0.33638E+05  0.40651E+06 -0.87345E+04 -0.26944E+05 -0.87101E+05 -0.18909E+05 -0.17066E-06 -0.34473E-05 -0.61297E-05  0.00000E+00  0.14428E-07 -0.12837E+06 -0.13043E+06 -0.13040E+06  0.20189E+05  0.12015E+03 -0.12623E+06  0.19072E+05  0.23114E+03  0.33125E+02  0.12106E+03  0.17141E+06  0.35413E+03  0.30257E+02  0.55980E+02
    32.040000   103.680000 -0.67558E-01  0.42493E+00  0.21190E-02  0.32347E+05  0.37127E+06 -0.37481E+04 -0.62625E+05 -0.73467E+05 -0.33993E+04  0.20927E-06 -0.31960E-05 -0.51020E-05  0.00000E+00  0.65323E-08 -0.13108E+06 -0.13212E+06 -0.13212E+06  0.26939E+05  0.12007E+03 -0.13000E+06  0.25622E+05  0.23040E+03  0.32987E+02  0.12070E+03  0.15061E+06  0.35408E+03  0.30169E+02  0.56423E+02
    32.100000   103.680000 -0.71921E-01  0.38514E+00  0.31815E-03  0.44402E+05  0.32163E+06 -0.94152E+03 -0.88779E+05 -0.61816E+05  0.62782E+04  0.43337E-06 -0.28603E-05 -0.43847E-05  0.00000E+00  0.98076E-09 -0.12617E+06 -0.12664E+06 -0.12662E+06  0.32604E+05  0.12011E+03 -0.12568E+06  0.31567E+05  0.22977E+03  0.32891E+02  0.12050E+03  0.12757E+06  0.35385E+03  0.30135E+02  0.56698E+02
    32.160000   103.680000 -0.73868E-01  0.34730E+00 -0.88359E-03  0.60028E+05  0.26686E+06  0.69190E+03 -0.10139E+06 -0.51556E+05  0.11991E+05  0.54011E-06 -0.24981E-05 -0.38468E-05  0.00000E+00 -0.27239E-08 -0.11528E+06 -0.11551E+06 -0.11546E+06  0.35316E+05  0.12020E+03 -0.11505E+06  0.34557E+05  0.22930E+03  0.32836E+02  0.12041E+03  0.10472E+06  0.35359E+03  0.30122E+02  0.56848E+02
    32.220000   103.680000 -0.73339E-01  0.31191E+00 -0.15654E-02  0.72997E+05  0.21482E+06  0.16125E+04 -0.10216E+06 -0.42540E+05  0.14895E+05  0.56413E-06 -0.21489E-05 -0.34123E-05  0.00000E+00 -0.48256E-08 -0.10125E+06 -0.10141E+06 -0.10130E+06  0.35137E+05  0.12028E+03 -0.10108E+06  0.34557E+05  0.22899E+03  0.32815E+02  0.12036E+03  0.84094E+05  0.35338E+03  0.30112E+02  0.56913E+02
    32.280000   103.680000 -0.70813E-01  0.27957E+00 -0.18042E-02  0.80617E+05  0.17006E+06  0.20655E+04 -0.95045E+05 -0.34787E+05  0.15856E+05  0.53604E-06 -0.18351E-05 -0.30409E-05  0.00000E+00 -0.55620E-08 -0.86583E+05 -0.86735E+05 -0.86586E+05  0.32923E+05  0.12033E+03 -0.86427E+05  0.32460E+05  0.22882E+03  0.32817E+02  0.12033E+03  0.66773E+05  0.35324E+03  0.30097E+02  0.56928E+02
    32.340000   103.680000 -0.66961E-01  0.25056E+00 -0.16891E-02  0.82714E+05  0.13407E+06  0.22119E+04 -0.84062E+05 -0.28300E+05  0.15572E+05  0.48032E-06 -0.15661E-05 -0.27141E-05  0.00000E+00 -0.52070E-08 -0.72930E+05 -0.73075E+05 -0.72911E+05  0.29643E+05  0.12035E+03 -0.72780E+05  0.29271E+05  0.22874E+03  0.32832E+02  0.12030E+03  0.52939E+05  0.35318E+03  0.30077E+02  0.56918E+02
    32.400000   103.680000 -0.62414E-01  0.22487E+00 -0.13111E-02  0.80442E+05  0.10631E+06  0.21687E+04 -0.72199E+05 -0.23001E+05  0.14581E+05  0.41433E-06 -0.13420E-05 -0.24238E-05  0.00000E+00 -0.40417E-08 -0.61084E+05 -0.61213E+05 -0.61057E+05  0.26059E+05  0.12034E+03 -0.60951E+05  0.25767E+05  0.22873E+03  0.32853E+02  0.12028E+03  0.42215E+05  0.35317E+03  0.30054E+02  0.56900E+02
    32.460000   103.680000 -0.57658E-01  0.20228E+00 -0.75226E-03  0.75358E+05  0.85302E+05  0.20198E+04 -0.61238E+05 -0.18741E+05  0.13268E+05  0.34887E-06 -0.11581E-05 -0.21661E-05  0.00000E+00 -0.23190E-08 -0.51229E+05 -0.51338E+05 -0.51201E+05  0.22652E+05  0.12032E+03 -0.51118E+05  0.22428E+05  0.22873E+03  0.32874E+02  0.12025E+03  0.33990E+05  0.35318E+03  0.30030E+02  0.56883E+02
    32.520000   103.680000 -0.53009E-01  0.18241E+00 -0.79445E-04  0.68882E+05  0.69349E+05  0.18215E+04 -0.51961E+05 -0.15340E+05  0.11877E+05  0.28963E-06 -0.10078E-05 -0.19387E-05  0.00000E+00 -0.24491E-09 -0.43197E+05 -0.43286E+05 -0.43172E+05  0.19654E+05  0.12029E+03 -0.43108E+05  0.19483E+05  0.22875E+03  0.32892E+02  0.12022E+03  0.27638E+05  0.35322E+03  0.30007E+02  0.56869E+02
    32.580000   103.680000 -0.48636E-01  0.16490E+00  0.65669E-03  0.62065E+05  0.56956E+05  0.16087E+04 -0.44492E+05 -0.12619E+05  0.10545E+05  0.23886E-06 -0.88453E-06 -0.17389E-05  0.00000E+00  0.20244E-08 -0.36674E+05 -0.36745E+05 -0.36653E+05  0.17126E+05  0.12026E+03 -0.36603E+05  0.16995E+05  0.22877E+03  0.32907E+02  0.12019E+03  0.22633E+05  0.35325E+03  0.29986E+02  0.56861E+02
    32.640000   103.680000 -0.44606E-01  0.14935E+00  0.14193E-02  0.55561E+05  0.46984E+05  0.14009E+04 -0.38608E+05 -0.10421E+05  0.93329E+04  0.19676E-06 -0.78237E-06 -0.15641E-05  0.00000E+00  0.43753E-08 -0.31322E+05 -0.31379E+05 -0.31305E+05  0.15032E+05  0.12023E+03 -0.31265E+05  0.14931E+05  0.22879E+03  0.32920E+02  0.12017E+03  0.18577E+05  0.35328E+03  0.29968E+02  0.56855E+02
    32.700000   103.680000 -0.40919E-01  0.13548E+00  0.21821E-02  0.49701E+05  0.38652E+05  0.12083E+04 -0.33950E+05 -0.86220E+04  0.82574E+04  0.16254E-06 -0.69673E-06 -0.14111E-05  0.00000E+00  0.67268E-08 -0.26849E+05 -0.26896E+05 -0.26836E+05  0.13294E+05  0.12021E+03 -0.26801E+05  0.13214E+05  0.22880E+03  0.32930E+02  0.12015E+03  0.15198E+05  0.35331E+03  0.29953E+02  0.56852E+02
    32.760000   103.680000 -0.37542E-01  0.12301E+00  0.29263E-02  0.44588E+05  0.31473E+05  0.10348E+04 -0.30165E+05 -0.71301E+04  0.73112E+04  0.13500E-06 -0.62405E-06 -0.12770E-05  0.00000E+00  0.90209E-08 -0.23027E+05 -0.23067E+05 -0.23017E+05  0.11826E+05  0.12019E+03 -0.22987E+05  0.11762E+05  0.22881E+03  0.32938E+02  0.12013E+03  0.12319E+05  0.35333E+03  0.29940E+02  0.56851E+02
    32.820000   103.680000 -0.34434E-01  0.11177E+00  0.36383E-02  0.40190E+05  0.25170E+05  0.88140E+03 -0.26961E+05 -0.58784E+04  0.64780E+04  0.11297E-06 -0.56166E-06 -0.11590E-05  0.00000E+00  0.11216E-07 -0.19697E+05 -0.19732E+05 -0.19690E+05  0.10554E+05  0.12017E+03 -0.19663E+05  0.10500E+05  0.22882E+03  0.32944E+02  0.12011E+03  0.98345E+04  0.35335E+03  0.29930E+02  0.56849E+02
    32.880000   103.680000 -0.31553E-01  0.10159E+00  0.43082E-02  0.36408E+05  0.19596E+05  0.74733E+03 -0.24127E+05 -0.48202E+04  0.57400E+04  0.95361E-07 -0.50759E-06 -0.10546E-05  0.00000E+00  0.13281E-07 -0.16754E+05 -0.16784E+05 -0.16748E+05  0.94198E+04  0.12016E+03 -0.16724E+05  0.93746E+04  0.22882E+03  0.32950E+02  0.12010E+03  0.76814E+04  0.35337E+03  0.29921E+02  0.56847E+02
    32.940000   103.680000 -0.28864E-01  0.92367E-01  0.49290E-02  0.33124E+05  0.14680E+05  0.63117E+03 -0.21531E+05 -0.39224E+04  0.50817E+04  0.81299E-07 -0.46036E-06 -0.96178E-06  0.00000E+00  0.15195E-07 -0.14131E+05 -0.14157E+05 -0.14126E+05  0.83849E+04  0.12015E+03 -0.14104E+05  0.83463E+04  0.22883E+03  0.32955E+02  0.12009E+03  0.58212E+04  0.35338E+03  0.29913E+02  0.56845E+02
    33.000000   103.680000 -0.26343E-01  0.84000E-01  0.54955E-02  0.30225E+05  0.10384E+05  0.53116E+03 -0.19099E+05 -0.31608E+04  0.44911E+04  0.70072E-07 -0.41884E-06 -0.87879E-06  0.00000E+00  0.16941E-07 -0.11788E+05 -0.11811E+05 -0.11784E+05  0.74257E+04  0.12014E+03 -0.11764E+05  0.73926E+04  0.22884E+03  0.32960E+02  0.12008E+03  0.42276E+04  0.35339E+03  0.29907E+02  0.56842E+02
    30.000000   103.760000  0.20362E-01 -0.43781E-01  0.26608E-01  0.36888E+05 -0.27993E+05  0.10494E+04 -0.11523E+05  0.12984E+04 -0.70869E+04 -0.46183E-06  0.31452E-06 -0.60189E-06  0.00000E+00  0.82025E-07  0.76507E+04  0.75739E+04  0.76886E+04  0.12446E+05  0.12029E+03  0.77274E+04  0.12397E+05  0.22885E+03  0.33023E+02  0.12021E+03 -0.70122E+04  0.35314E+03  0.29929E+02  0.56660E+02
    30.060000   103.760000  0.24609E-01 -0.49599E-01  0.28181E-01  0.45016E+05 -0.30128E+05  0.14007E+04 -0.16196E+05  0.20901E+04 -0.90528E+04 -0.54624E-06  0.37336E-06 -0.68813E-06  0.00000E+00  0.86874E-07  0.77667E+04  0.76509E+04  0.78196E+04  0.16996E+05  0.12035E+03  0.78824E+04  0.16930E+05  0.22881E+03  0.33031E+02  0.12025E+03 -0.79946E+04  0.35303E+03  0.29942E+02  0.56621E+02
    30.120000   103.760000  0.29687E-01 -0.56650E-01  0.29891E-01  0.54773E+05 -0.31873E+05  0.18869E+04 -0.22532E+05  0.32779E+04 -0.11599E+05 -0.65308E-06  0.44966E-06 -0.78943E-06  0.00000E+00  0.92144E-07  0.75953E+04  0.74200E+04  0.76674E+04  0.23093E+05  0.12042E+03  0.77705E+04  0.23005E+05  0.22876E+03  0.33042E+02  0.12030E+03 -0.91536E+04  0.35290E+03  0.29957E+02  0.56574E+02
    30.180000   103.760000  0.35731E-01 -0.65254E-01  0.31762E-01  0.66319E+05 -0.32772E+05  0.25634E+04 -0.31060E+05  0.50535E+04 -0.14886E+05 -0.78923E-06  0.55028E-06 -0.90815E-06  0.00000E+00  0.97912E-07  0.69592E+04  0.66936E+04  0.70541E+04  0.31240E+05  0.12051E+03  0.72247E+04  0.31128E+05  0.22870E+03  0.33057E+02  0.12035E+03 -0.10516E+05  0.35274E+03  0.29973E+02  0.56516E+02
    30.240000   103.760000  0.42872E-01 -0.75814E-01  0.33833E-01  0.79691E+05 -0.32097E+05  0.35069E+04 -0.42392E+05  0.76920E+04 -0.19095E+05 -0.96337E-06  0.68501E-06 -0.10466E-05  0.00000E+00  0.10430E-06  0.56033E+04  0.52028E+04  0.57207E+04  0.42061E+05  0.12061E+03  0.60045E+04  0.41928E+05  0.22862E+03  0.33077E+02  0.12041E+03 -0.12102E+05  0.35256E+03  0.29988E+02  0.56448E+02
    30.300000   103.760000  0.51215E-01 -0.88817E-01  0.36168E-01  0.94695E+05 -0.28760E+05  0.48202E+04 -0.57150E+05  0.11573E+05 -0.24407E+05 -0.11860E-05  0.86763E-06 -0.12069E-05  0.00000E+00  0.11149E-06  0.31812E+04  0.25829E+04  0.33101E+04  0.56269E+05  0.12073E+03  0.37817E+04  0.56135E+05  0.22852E+03  0.33104E+02  0.12047E+03 -0.13916E+05  0.35234E+03  0.29999E+02  0.56368E+02
    30.360000   103.760000  0.60800E-01 -0.10482E+00  0.38865E-01  0.11079E+06 -0.21251E+05  0.66328E+04 -0.75773E+05  0.17185E+05 -0.30955E+05 -0.14686E-05  0.11168E-05 -0.13902E-05  0.00000E+00  0.11981E-06 -0.73695E+03 -0.16152E+04 -0.62920E+03  0.74571E+05  0.12085E+03  0.14689E+03  0.74488E+05  0.22839E+03  0.33140E+02  0.12052E+03 -0.15931E+05  0.35209E+03  0.30002E+02  0.56277E+02
    30.420000   103.760000  0.71563E-01 -0.12442E+00  0.42085E-01  0.12708E+06 -0.77509E+04  0.90907E+04 -0.98173E+05  0.25083E+05 -0.38743E+05 -0.18225E-05  0.14565E-05 -0.15968E-05  0.00000E+00  0.12974E-06 -0.65966E+04 -0.78517E+04 -0.65796E+04  0.97458E+05  0.12097E+03 -0.53287E+04  0.97544E+05  0.22825E+03  0.33188E+02  0.12055E+03 -0.18070E+05  0.35184E+03  0.29992E+02  0.56177E+02
    30.480000   103.760000  0.83305E-01 -0.14814E+00  0.46076E-01  0.14250E+06  0.13394E+05  0.12322E+05 -0.12326E+06  0.35744E+05 -0.47559E+05 -0.22556E-05  0.19135E-05 -0.18272E-05  0.00000E+00  0.14204E-06 -0.14677E+05 -0.16408E+05 -0.14869E+05  0.12487E+06  0.12106E+03 -0.12921E+05  0.12534E+06  0.22810E+03  0.33250E+02  0.12056E+03 -0.20197E+05  0.35159E+03  0.29961E+02  0.56069E+02
    30.540000   103.760000  0.95731E-01 -0.17634E+00  0.51196E-01  0.15681E+06  0.42544E+05  0.16370E+05 -0.14863E+06  0.49256E+05 -0.56944E+05 -0.27699E-05  0.25119E-05 -0.20842E-05  0.00000E+00  0.15782E-06 -0.24751E+05 -0.27043E+05 -0.25306E+05  0.15588E+06  0.12113E+03 -0.22414E+05  0.15704E+06  0.22796E+03  0.33328E+02  0.12053E+03 -0.22156E+05  0.35136E+03  0.29906E+02  0.55953E+02
    30.600000   103.760000  0.10865E+00 -0.20907E+00  0.57911E-01  0.17239E+06  0.76989E+05  0.21099E+05 -0.17116E+06  0.64894E+05 -0.66479E+05 -0.33645E-05  0.32617E-05 -0.23805E-05  0.00000E+00  0.17852E-06 -0.35653E+05 -0.38589E+05 -0.36709E+05  0.18880E+06  0.12118E+03 -0.32647E+05  0.19100E+06  0.22785E+03  0.33423E+02  0.12050E+03 -0.23905E+05  0.35117E+03  0.29836E+02  0.55817E+02
    30.660000   103.760000  0.12239E+00 -0.24631E+00  0.66725E-01  0.19676E+06  0.10964E+06  0.26166E+05 -0.19005E+06  0.80923E+05 -0.76704E+05 -0.40534E-05  0.41491E-05 -0.27493E-05  0.00000E+00  0.20569E-06 -0.45184E+05 -0.48952E+05 -0.46787E+05  0.22286E+06  0.12127E+03 -0.41316E+05  0.22634E+06  0.22776E+03  0.33533E+02  0.12050E+03 -0.25778E+05  0.35091E+03  0.29779E+02  0.55628E+02
    30.720000   103.760000  0.13844E+00 -0.28862E+00  0.78029E-01  0.24321E+06  0.13154E+06  0.31283E+05 -0.21320E+06  0.95637E+05 -0.90920E+05 -0.49156E-05  0.51507E-05 -0.32501E-05  0.00000E+00  0.24054E-06 -0.51263E+05 -0.56489E+05 -0.53337E+05  0.26252E+06  0.12153E+03 -0.45883E+05  0.26747E+06  0.22765E+03  0.33659E+02  0.12066E+03 -0.28748E+05  0.35040E+03  0.29786E+02  0.55318E+02
    30.780000   103.760000  0.15963E+00 -0.33874E+00  0.91953E-01  0.32451E+06  0.14355E+06  0.37146E+05 -0.26449E+06  0.11115E+06 -0.11699E+06 -0.61749E-05  0.63179E-05 -0.39419E-05  0.00000E+00  0.28346E-06 -0.55229E+05 -0.63841E+05 -0.57680E+05  0.32425E+06  0.12215E+03 -0.46312E+05  0.33130E+06  0.22735E+03  0.33818E+02  0.12108E+03 -0.34462E+05  0.34931E+03  0.29895E+02  0.54799E+02
    30.840000   103.760000  0.18893E+00 -0.40302E+00  0.10861E+00  0.43438E+06  0.17807E+06  0.47073E+05 -0.38131E+06  0.14019E+06 -0.16582E+06 -0.82554E-05  0.79676E-05 -0.47674E-05  0.00000E+00  0.33481E-06 -0.66510E+05 -0.83290E+05 -0.70143E+05  0.43959E+06  0.12315E+03 -0.48886E+05  0.45134E+06  0.22664E+03  0.34066E+02  0.12167E+03 -0.44987E+05  0.34743E+03  0.30049E+02  0.54030E+02
    30.900000   103.760000  0.22560E+00 -0.49012E+00  0.12941E+00  0.52256E+06  0.31334E+06  0.67693E+05 -0.58546E+06  0.21021E+06 -0.24100E+06 -0.11652E-04  0.10898E-04 -0.52969E-05  0.00000E+00  0.39894E-06 -0.10480E+06 -0.13790E+06 -0.11570E+06  0.64003E+06  0.12413E+03 -0.68982E+05  0.66597E+06  0.22531E+03  0.34488E+02  0.12198E+03 -0.62384E+05  0.34506E+03  0.29988E+02  0.53126E+02
    30.960000   103.760000  0.26004E+00 -0.60259E+00  0.15992E+00  0.49115E+06  0.63559E+06  0.10316E+06 -0.82556E+06  0.34855E+06 -0.31765E+06 -0.16407E-04  0.16219E-04 -0.43952E-05  0.00000E+00  0.49299E-06 -0.19328E+06 -0.24866E+06 -0.22942E+06  0.90711E+06  0.12391E+03 -0.13077E+06  0.97474E+06  0.22362E+03  0.35176E+02  0.12105E+03 -0.87660E+05  0.34355E+03  0.29185E+02  0.52451E+02
    31.020000   103.760000  0.27298E+00 -0.72094E+00  0.21247E+00  0.25378E+06  0.11069E+07  0.13390E+06 -0.94208E+06  0.52789E+06 -0.32867E+06 -0.21299E-04  0.24005E-04 -0.20513E-06  0.00000E+00  0.65498E-06 -0.33413E+06 -0.40416E+06 -0.40330E+06  0.10981E+07  0.12084E+03 -0.25376E+06  0.12411E+07  0.22315E+03  0.36127E+02  0.11783E+03 -0.11724E+06  0.34601E+03  0.27087E+02  0.52805E+02
    31.080000   103.760000  0.24714E+00 -0.79418E+00  0.30253E+00 -0.14756E+06  0.14009E+07  0.88634E+05 -0.78066E+06  0.59390E+06 -0.21738E+06 -0.23971E-04  0.30553E-04  0.85956E-05  0.00000E+00  0.93261E-06 -0.46435E+06 -0.52816E+06 -0.50793E+06  0.95141E+06  0.11592E+03 -0.39000E+06  0.10932E+07  0.22573E+03  0.36491E+02  0.11354E+03 -0.14350E+06  0.35449E+03  0.24814E+02  0.55526E+02
    31.140000   103.760000  0.18680E+00 -0.77082E+00  0.43165E+00 -0.57061E+06  0.10130E+07 -0.91875E+05 -0.51033E+06  0.35480E+06 -0.85874E+05 -0.24105E-04  0.28422E-04  0.19449E-04  0.00000E+00  0.13307E-05 -0.44618E+06 -0.47435E+06 -0.44227E+06  0.39006E+06  0.11497E+03 -0.41306E+06  0.42958E+06  0.22822E+03  0.34904E+02  0.11386E+03 -0.16154E+06  0.35904E+03  0.25972E+02  0.58094E+02
    31.200000   103.760000  0.10649E+00 -0.67896E+00  0.57761E+00 -0.11565E+07 -0.19806E+06 -0.23236E+06 -0.65496E+06 -0.50101E+05 -0.81367E+05 -0.25314E-04  0.16533E-04  0.23914E-04  0.00000E+00  0.17806E-05 -0.10188E+06 -0.11087E+06 -0.10456E+06 -0.16566E+06  0.11784E+03 -0.93741E+05 -0.15259E+06  0.22460E+03  0.31901E+02  0.11708E+03 -0.20500E+06  0.35489E+03  0.29271E+02  0.60528E+02
    31.260000   103.760000 -0.14699E-01 -0.67092E+00  0.75456E+00 -0.24117E+07 -0.14000E+07 -0.77939E+06 -0.16805E+07 -0.24333E+06  0.37388E+06 -0.24098E-04  0.42666E-05  0.14845E-04  0.00000E+00  0.23261E-05 -0.26923E+06 -0.45061E+06 -0.41676E+06 -0.10444E+07  0.11497E+03 -0.41537E+05 -0.99153E+06  0.20158E+03  0.26346E+02  0.11083E+03 -0.10122E+07  0.34757E+03  0.31382E+02  0.72362E+02
    31.320000   103.760000  0.16374E+00  0.21884E+01 -0.14885E+01  0.62280E+07  0.24261E+07 -0.22141E+06  0.51855E+07 -0.27483E+07 -0.21663E+06 -0.99512E-04 -0.50323E-04  0.10174E-03  0.00000E+00 -0.45887E-05  0.47929E+07  0.89293E+05  0.76748E+06 -0.18147E+07  0.13954E+03  0.82928E+07  0.54464E+07  0.27253E+03  0.62095E+02  0.17539E+03  0.82557E+07  0.33230E+03  0.70936E+02  0.21255E+02
    31.380000   103.760000  0.35269E+00  0.25581E+01 -0.10619E+01  0.22585E+07  0.73485E+07  0.57271E+06  0.22661E+07 -0.58122E+06  0.14303E+07 -0.24449E-04  0.99241E-04 -0.18960E-04  0.00000E+00 -0.32736E-05 -0.83499E+06 -0.23231E+07 -0.18009E+07 -0.27753E+06  0.99579E+02  0.30094E+07  0.20709E+07  0.28830E+03  0.58128E+02  0.16590E+03  0.65465E+07  0.35265E+03  0.61815E+02  0.20863E+02
    31.440000   103.760000  0.33493E+00  0.24936E+01 -0.63539E+00  0.11328E+07  0.65946E+07  0.10245E+07  0.64980E+06 -0.48733E+06  0.11642E+07 -0.17971E-04  0.93270E-04 -0.42966E-04  0.00000E+00 -0.19587E-05 -0.12081E+07 -0.18672E+07 -0.12747E+07  0.46827E+06  0.97949E+02 -0.35820E+06 -0.37701E+05  0.26582E+03  0.31923E+02  0.12719E+03  0.31776E+07  0.22670E+02  0.33713E+02  0.54840E+02
    31.500000   103.760000  0.24451E+00  0.21767E+01 -0.32406E+00  0.39648E+06  0.50791E+07  0.10208E+07 -0.38574E+06 -0.32687E+06  0.53315E+06 -0.18718E-04  0.72646E-04 -0.52687E-04  0.00000E+00 -0.99897E-06 -0.94359E+06 -0.12430E+07 -0.95929E+06  0.98326E+06  0.10466E+03 -0.47029E+06  0.43259E+06  0.25506E+03  0.33468E+02  0.11433E+03  0.21589E+07  0.27300E+02  0.27121E+02  0.60111E+02
    31.560000   103.760000  0.15237E+00  0.17548E+01 -0.14373E+00  0.14038E+06  0.33939E+07  0.67154E+06 -0.79151E+06 -0.27100E+06 -0.57872E+05 -0.20476E-04  0.47045E-04 -0.51243E-04  0.00000E+00 -0.44309E-06 -0.67871E+06 -0.73678E+06 -0.71063E+06  0.10394E+07  0.11538E+03 -0.54368E+06  0.85107E+06  0.24367E+03  0.35072E+02  0.11671E+03  0.14828E+07  0.98558E+01  0.27148E+02  0.55524E+02
    31.620000   103.760000  0.93969E-01  0.13516E+01 -0.60766E-01  0.12773E+06  0.20040E+07  0.26570E+06 -0.72228E+06 -0.28460E+06 -0.36045E+06 -0.19631E-04  0.24720E-04 -0.42803E-04  0.00000E+00 -0.18732E-06 -0.40587E+06 -0.42058E+06 -0.41183E+06  0.75443E+06  0.12262E+03 -0.38975E+06  0.75692E+06  0.23523E+03  0.34388E+02  0.12326E+03  0.95323E+06  0.35348E+03  0.30667E+02  0.52606E+02
    31.680000   103.760000  0.69450E-01  0.10376E+01 -0.27616E-01  0.13009E+06  0.11124E+07  0.13980E+05 -0.42111E+06 -0.29634E+06 -0.38609E+06 -0.16017E-04  0.95864E-05 -0.32071E-04  0.00000E+00 -0.85134E-07 -0.21318E+06 -0.23701E+06 -0.21011E+06  0.38613E+06  0.12452E+03 -0.19109E+06  0.41535E+06  0.23460E+03  0.34322E+02  0.12570E+03  0.59471E+06  0.34991E+03  0.31926E+02  0.51525E+02
    31.740000   103.760000  0.59952E-01  0.82770E+00 -0.11886E-01  0.61124E+05  0.69174E+06 -0.64504E+05 -0.12257E+06 -0.26734E+06 -0.29091E+06 -0.11529E-04  0.13449E-05 -0.22528E-04  0.00000E+00 -0.36641E-07 -0.11317E+06 -0.13524E+06 -0.11984E+06  0.12962E+06  0.12338E+03 -0.91625E+05  0.15669E+06  0.23514E+03  0.34226E+02  0.12529E+03  0.40714E+06  0.35109E+03  0.31759E+02  0.51878E+02
    31.800000   103.760000  0.48727E-01  0.69967E+00 -0.16175E-02 -0.39228E+05  0.57319E+06 -0.60544E+05  0.46464E+05 -0.21471E+06 -0.19181E+06 -0.76635E-05 -0.24424E-05 -0.15545E-04  0.00000E+00 -0.49864E-08 -0.84905E+05 -0.10148E+06 -0.97979E+05  0.13883E+05  0.12160E+03 -0.67980E+05  0.27237E+05  0.23514E+03  0.34013E+02  0.12383E+03  0.31815E+06  0.35322E+03  0.31125E+02  0.52957E+02
    31.860000   103.760000  0.30115E-01  0.62077E+00  0.51641E-02 -0.11286E+06  0.57497E+06 -0.41412E+05  0.80616E+05 -0.16581E+06 -0.12090E+06 -0.47859E-05 -0.39551E-05 -0.10996E-04  0.00000E+00  0.15919E-07 -0.10221E+06 -0.11427E+06 -0.11415E+06 -0.14493E+05  0.12029E+03 -0.89554E+05 -0.13407E+05  0.23452E+03  0.33763E+02  0.12239E+03  0.27425E+06  0.35481E+03  0.30548E+02  0.54144E+02
    31.920000   103.760000  0.64980E-02  0.56464E+00  0.86501E-02 -0.13625E+06  0.58197E+06 -0.27049E+05  0.33797E+05 -0.13006E+06 -0.73709E+05 -0.27543E-05 -0.43881E-05 -0.82233E-05  0.00000E+00  0.26666E-07 -0.13379E+06 -0.14172E+06 -0.14155E+06 -0.48038E+04  0.11965E+03 -0.12531E+06 -0.93551E+04  0.23344E+03  0.33501E+02  0.12136E+03  0.24502E+06  0.35548E+03  0.30197E+02  0.55169E+02
    31.980000   103.760000 -0.17181E-01  0.51594E+00  0.95030E-02 -0.11562E+06  0.55119E+06 -0.17879E+05 -0.37367E+05 -0.10513E+06 -0.41728E+05 -0.13667E-05 -0.42896E-05 -0.65732E-05  0.00000E+00  0.29295E-07 -0.15683E+06 -0.16111E+06 -0.16080E+06  0.14997E+05  0.11952E+03 -0.15222E+06  0.10153E+05  0.23215E+03  0.33247E+02  0.12077E+03  0.21605E+06  0.35535E+03  0.30057E+02  0.55949E+02
    32.040000   103.760000 -0.36843E-01  0.46840E+00  0.87272E-02 -0.70119E+05  0.48400E+06 -0.11584E+05 -0.96802E+05 -0.86603E+05 -0.19646E+05 -0.46279E-06 -0.39253E-05 -0.55573E-05  0.00000E+00  0.26904E-07 -0.16271E+06 -0.16451E+06 -0.16437E+06  0.31875E+05  0.11968E+03 -0.16077E+06  0.28687E+05  0.23090E+03  0.33034E+02  0.12048E+03  0.18343E+06  0.35481E+03  0.30044E+02  0.56476E+02
    32.100000   103.760000 -0.50486E-01  0.42116E+00  0.72565E-02 -0.19083E+05  0.39866E+06 -0.69295E+04 -0.13052E+06 -0.71539E+05 -0.46828E+04  0.82428E-07 -0.34466E-05 -0.48655E-05  0.00000E+00  0.22370E-07 -0.15332E+06 -0.15393E+06 -0.15393E+06  0.41493E+05  0.11993E+03 -0.15267E+06  0.39726E+05  0.22992E+03  0.32888E+02  0.12037E+03  0.14940E+06  0.35418E+03  0.30078E+02  0.56784E+02
    32.160000   103.760000 -0.58022E-01  0.37559E+00  0.57429E-02  0.24337E+05  0.31334E+06 -0.35044E+04 -0.13944E+06 -0.58656E+05  0.48296E+04  0.37224E-06 -0.29479E-05 -0.43269E-05  0.00000E+00  0.17704E-07 -0.13488E+06 -0.13512E+06 -0.13509E+06  0.44128E+05  0.12014E+03 -0.13463E+06  0.43092E+05  0.22927E+03  0.32811E+02  0.12034E+03  0.11780E+06  0.35368E+03  0.30108E+02  0.56928E+02
    32.220000   103.760000 -0.60545E-01  0.33334E+00  0.45341E-02  0.54365E+05  0.23946E+06 -0.11361E+04 -0.13116E+06 -0.47604E+05  0.10219E+05  0.49233E-06 -0.24850E-05 -0.38612E-05  0.00000E+00  0.13977E-07 -0.11344E+06 -0.11361E+06 -0.11350E+06  0.41909E+05  0.12029E+03 -0.11325E+06  0.41190E+05  0.22891E+03  0.32787E+02  0.12034E+03  0.91257E+05  0.35336E+03  0.30119E+02  0.56970E+02
