     Lat[deg]     Lon[deg]   Disp_north    Disp_east    Disp_down    Stress_nn    Stress_ee    Stress_dd    Stress_ne    Stress_ed    Stress_dn       Tilt_n       Tilt_e     Rotation        Geoid      Gravity      CFS_Max      CFS_Mas  CFS_Mas_Opt    Sigma_Mas Rake_Mas_Opt      CFS_Opt  Sigma_Opt_1 Strike_Opt_1    Dip_Opt_1   Rake_Opt_1  Sigma_Opt_2 Strike_Opt_2    Dip_Opt_2   Rake_Opt_2
    32.040000   102.480000 -0.87656E-01  0.18965E+00 -0.28697E-01  0.52679E+05  0.12640E+06  0.16223E+04 -0.72825E+05 -0.16270E+05  0.10108E+05  0.23750E-06 -0.44081E-06 -0.24926E-06  0.00000E+00 -0.88465E-07 -0.64602E+05 -0.64648E+05 -0.64605E+05  0.30852E+05  0.12018E+03 -0.64554E+05  0.30705E+05  0.22880E+03  0.32899E+02  0.12013E+03  0.41319E+05  0.35338E+03  0.29963E+02  0.56914E+02
    32.100000   102.480000 -0.85719E-01  0.18011E+00 -0.27980E-01  0.53251E+05  0.11388E+06  0.14530E+04 -0.69682E+05 -0.14578E+05  0.96276E+04  0.20160E-06 -0.39299E-06 -0.27889E-06  0.00000E+00 -0.86255E-07 -0.59892E+05 -0.59943E+05 -0.59893E+05  0.29652E+05  0.12019E+03 -0.59841E+05  0.29523E+05  0.22878E+03  0.32903E+02  0.12013E+03  0.36855E+05  0.35335E+03  0.29961E+02  0.56906E+02
    32.160000   102.480000 -0.83481E-01  0.17074E+00 -0.27143E-01  0.53270E+05  0.10232E+06  0.12974E+04 -0.66220E+05 -0.13027E+05  0.91114E+04  0.16832E-06 -0.35119E-06 -0.30176E-06  0.00000E+00 -0.83674E-07 -0.55340E+05 -0.55392E+05 -0.55338E+05  0.28339E+05  0.12020E+03 -0.55285E+05  0.28223E+05  0.22876E+03  0.32908E+02  0.12013E+03  0.32790E+05  0.35332E+03  0.29958E+02  0.56898E+02
    32.220000   102.480000 -0.81009E-01  0.16163E+00 -0.26209E-01  0.52811E+05  0.91742E+05  0.11557E+04 -0.62574E+05 -0.11616E+05  0.85762E+04  0.13791E-06 -0.31488E-06 -0.31875E-06  0.00000E+00 -0.80796E-07 -0.50990E+05 -0.51045E+05 -0.50987E+05  0.26954E+05  0.12021E+03 -0.50934E+05  0.26851E+05  0.22875E+03  0.32914E+02  0.12013E+03  0.29115E+05  0.35331E+03  0.29954E+02  0.56890E+02
    32.280000   102.480000 -0.78364E-01  0.15282E+00 -0.25202E-01  0.51950E+05  0.82110E+05  0.10276E+04 -0.58855E+05 -0.10341E+05  0.80360E+04  0.11047E-06 -0.28351E-06 -0.33069E-06  0.00000E+00 -0.77690E-07 -0.46875E+05 -0.46930E+05 -0.46870E+05  0.25534E+05  0.12021E+03 -0.46819E+05  0.25441E+05  0.22875E+03  0.32919E+02  0.12013E+03  0.25808E+05  0.35330E+03  0.29951E+02  0.56882E+02
    32.340000   102.480000 -0.75599E-01  0.14435E+00 -0.24140E-01  0.50767E+05  0.73378E+05  0.91243E+03 -0.55148E+05 -0.91927E+04  0.75014E+04  0.86024E-07 -0.25650E-06 -0.33833E-06  0.00000E+00 -0.74416E-07 -0.43011E+05 -0.43065E+05 -0.43005E+05  0.24106E+05  0.12021E+03 -0.42955E+05  0.24022E+05  0.22875E+03  0.32925E+02  0.12013E+03  0.22845E+05  0.35329E+03  0.29946E+02  0.56874E+02
    32.400000   102.480000 -0.72759E-01  0.13624E+00 -0.23040E-01  0.49332E+05  0.65488E+05  0.80936E+03 -0.51517E+05 -0.81635E+04  0.69807E+04  0.64469E-07 -0.23329E-06 -0.34237E-06  0.00000E+00 -0.71027E-07 -0.39403E+05 -0.39456E+05 -0.39398E+05  0.22693E+05  0.12021E+03 -0.39350E+05  0.22617E+05  0.22875E+03  0.32930E+02  0.12012E+03  0.20197E+05  0.35329E+03  0.29942E+02  0.56867E+02
    32.460000   102.480000 -0.69883E-01  0.12851E+00 -0.21919E-01  0.47710E+05  0.58372E+05  0.71747E+03 -0.48006E+05 -0.72436E+04  0.64796E+04  0.45665E-07 -0.21336E-06 -0.34341E-06  0.00000E+00 -0.67571E-07 -0.36052E+05 -0.36103E+05 -0.36046E+05  0.21311E+05  0.12020E+03 -0.36000E+05  0.21243E+05  0.22876E+03  0.32935E+02  0.12012E+03  0.17835E+05  0.35329E+03  0.29938E+02  0.56860E+02
    32.520000   102.480000 -0.67001E-01  0.12114E+00 -0.20789E-01  0.45957E+05  0.51965E+05  0.63576E+03 -0.44644E+05 -0.64230E+04  0.60021E+04  0.29426E-07 -0.19625E-06 -0.34197E-06  0.00000E+00 -0.64087E-07 -0.32949E+05 -0.32998E+05 -0.32943E+05  0.19973E+05  0.12020E+03 -0.32901E+05  0.19911E+05  0.22876E+03  0.32940E+02  0.12012E+03  0.15730E+05  0.35330E+03  0.29933E+02  0.56854E+02
    32.580000   102.480000 -0.64138E-01  0.11416E+00 -0.19661E-01  0.44119E+05  0.46202E+05  0.56327E+03 -0.41450E+05 -0.56923E+04  0.55506E+04  0.15543E-07 -0.18153E-06 -0.33851E-06  0.00000E+00 -0.60609E-07 -0.30085E+05 -0.30130E+05 -0.30079E+05  0.18686E+05  0.12019E+03 -0.30039E+05  0.18631E+05  0.22877E+03  0.32945E+02  0.12011E+03  0.13857E+05  0.35330E+03  0.29929E+02  0.56848E+02
    32.640000   102.480000 -0.61314E-01  0.10754E+00 -0.18544E-01  0.42235E+05  0.41021E+05  0.49906E+03 -0.38432E+05 -0.50423E+04  0.51261E+04  0.37989E-08 -0.16883E-06 -0.33342E-06  0.00000E+00 -0.57164E-07 -0.27446E+05 -0.27489E+05 -0.27440E+05  0.17457E+05  0.12019E+03 -0.27404E+05  0.17407E+05  0.22878E+03  0.32949E+02  0.12011E+03  0.12189E+05  0.35331E+03  0.29925E+02  0.56844E+02
    32.700000   102.480000 -0.58544E-01  0.10127E+00 -0.17445E-01  0.40334E+05  0.36366E+05  0.44224E+03 -0.35592E+05 -0.44645E+04  0.47289E+04 -0.60266E-08 -0.15783E-06 -0.32703E-06  0.00000E+00 -0.53777E-07 -0.25020E+05 -0.25059E+05 -0.25013E+05  0.16288E+05  0.12018E+03 -0.24980E+05  0.16243E+05  0.22879E+03  0.32953E+02  0.12010E+03  0.10706E+05  0.35332E+03  0.29921E+02  0.56839E+02
    32.760000   102.480000 -0.55841E-01  0.95357E-01 -0.16370E-01  0.38441E+05  0.32185E+05  0.39199E+03 -0.32929E+05 -0.39511E+04  0.43588E+04 -0.14145E-07 -0.14826E-06 -0.31962E-06  0.00000E+00 -0.50465E-07 -0.22790E+05 -0.22827E+05 -0.22784E+05  0.15179E+05  0.12018E+03 -0.22754E+05  0.15139E+05  0.22880E+03  0.32957E+02  0.12010E+03  0.93867E+04  0.35333E+03  0.29917E+02  0.56836E+02
    32.820000   102.480000 -0.53213E-01  0.89774E-01 -0.15325E-01  0.36573E+05  0.28430E+05  0.34757E+03 -0.30438E+05 -0.34952E+04  0.40148E+04 -0.20756E-07 -0.13988E-06 -0.31143E-06  0.00000E+00 -0.47244E-07 -0.20745E+05 -0.20778E+05 -0.20739E+05  0.14132E+05  0.12017E+03 -0.20711E+05  0.14096E+05  0.22881E+03  0.32961E+02  0.12010E+03  0.82135E+04  0.35334E+03  0.29913E+02  0.56832E+02
    32.880000   102.480000 -0.50666E-01  0.84511E-01 -0.14314E-01  0.34746E+05  0.25060E+05  0.30831E+03 -0.28113E+05 -0.30903E+04  0.36959E+04 -0.26047E-07 -0.13250E-06 -0.30265E-06  0.00000E+00 -0.44125E-07 -0.18869E+05 -0.18900E+05 -0.18864E+05  0.13145E+05  0.12016E+03 -0.18839E+05  0.13112E+05  0.22882E+03  0.32964E+02  0.12009E+03  0.71703E+04  0.35335E+03  0.29909E+02  0.56829E+02
    32.940000   102.480000 -0.48206E-01  0.79552E-01 -0.13338E-01  0.32969E+05  0.22036E+05  0.27361E+03 -0.25946E+05 -0.27308E+04  0.34008E+04 -0.30188E-07 -0.12596E-06 -0.29345E-06  0.00000E+00 -0.41117E-07 -0.17151E+05 -0.17179E+05 -0.17146E+05  0.12216E+05  0.12015E+03 -0.17123E+05  0.12187E+05  0.22883E+03  0.32967E+02  0.12009E+03  0.62431E+04  0.35336E+03  0.29906E+02  0.56827E+02
    33.000000   102.480000 -0.45834E-01  0.74885E-01 -0.12400E-01  0.31248E+05  0.19323E+05  0.24293E+03 -0.23928E+05 -0.24116E+04  0.31281E+04 -0.33334E-07 -0.12010E-06 -0.28396E-06  0.00000E+00 -0.38226E-07 -0.15578E+05 -0.15603E+05 -0.15573E+05  0.11344E+05  0.12015E+03 -0.15552E+05  0.11318E+05  0.22883E+03  0.32970E+02  0.12008E+03  0.54192E+04  0.35337E+03  0.29903E+02  0.56825E+02
    30.000000   102.560000 -0.15357E-01  0.51144E-02  0.26458E-01 -0.93909E+04 -0.24107E+05  0.12981E+02  0.19908E+04  0.11292E+04  0.47487E+03 -0.14424E-06 -0.24158E-06  0.22515E-06  0.00000E+00  0.81564E-07  0.89279E+04  0.89253E+04  0.89256E+04 -0.48907E+04  0.11998E+03  0.89305E+04 -0.48905E+04  0.22892E+03  0.32982E+02  0.11995E+03 -0.68182E+04  0.35362E+03  0.29838E+02  0.56886E+02
    30.060000   102.560000 -0.15626E-01  0.70217E-02  0.27541E-01 -0.88839E+04 -0.26728E+05  0.16152E+02  0.28891E+04  0.13283E+04  0.37363E+03 -0.14498E-06 -0.27592E-06  0.27433E-06  0.00000E+00  0.84901E-07  0.99822E+04  0.99795E+04  0.99797E+04 -0.52123E+04  0.11999E+03  0.99848E+04 -0.52133E+04  0.22892E+03  0.32983E+02  0.11996E+03 -0.75671E+04  0.35361E+03  0.29839E+02  0.56882E+02
    30.120000   102.560000 -0.15772E-01  0.94152E-02  0.28592E-01 -0.79389E+04 -0.29617E+05  0.20944E+02  0.42359E+04  0.15498E+04  0.19309E+03 -0.14325E-06 -0.31546E-06  0.33508E-06  0.00000E+00  0.88143E-07  0.11224E+05  0.11222E+05  0.11222E+05 -0.55565E+04  0.12000E+03  0.11227E+05 -0.55593E+04  0.22892E+03  0.32985E+02  0.11996E+03 -0.83661E+04  0.35360E+03  0.29840E+02  0.56875E+02
    30.180000   102.560000 -0.15745E-01  0.12443E-01  0.29572E-01 -0.64110E+04 -0.32699E+05  0.28952E+02  0.62599E+04  0.17792E+04 -0.10704E+03 -0.13832E-06 -0.36088E-06  0.41016E-06  0.00000E+00  0.91163E-07  0.12690E+05  0.12688E+05  0.12688E+05 -0.59363E+04  0.12001E+03  0.12692E+05 -0.59413E+04  0.22893E+03  0.32989E+02  0.11998E+03 -0.91661E+04  0.35359E+03  0.29843E+02  0.56861E+02
    30.240000   102.560000 -0.15484E-01  0.16302E-01  0.30425E-01 -0.41504E+04 -0.35787E+05  0.43190E+02  0.92900E+04  0.19830E+04 -0.58239E+03 -0.12949E-06 -0.41292E-06  0.50267E-06  0.00000E+00  0.93791E-07  0.14413E+05  0.14411E+05  0.14412E+05 -0.63789E+04  0.12002E+03  0.14414E+05 -0.63857E+04  0.22894E+03  0.32995E+02  0.11999E+03 -0.98664E+04  0.35357E+03  0.29847E+02  0.56839E+02
    30.300000   102.560000 -0.14922E-01  0.21257E-01  0.31075E-01 -0.10451E+04 -0.38496E+05  0.68986E+02  0.13773E+05  0.20958E+04 -0.13045E+04 -0.11619E-06 -0.47245E-06  0.61595E-06  0.00000E+00  0.95796E-07  0.16402E+05  0.16400E+05  0.16402E+05 -0.69334E+04  0.12003E+03  0.16403E+05 -0.69401E+04  0.22898E+03  0.33006E+02  0.12002E+03 -0.10280E+05  0.35355E+03  0.29853E+02  0.56804E+02
    30.360000   102.560000 -0.13998E-01  0.27648E-01  0.31429E-01  0.29013E+04 -0.40119E+05  0.11503E+03  0.20263E+05  0.20028E+04 -0.23551E+04 -0.98243E-07 -0.54055E-06  0.75300E-06  0.00000E+00  0.96888E-07  0.18610E+05  0.18607E+05  0.18610E+05 -0.76791E+04  0.12005E+03  0.18613E+05 -0.76802E+04  0.22904E+03  0.33022E+02  0.12006E+03 -0.10091E+05  0.35354E+03  0.29861E+02  0.56754E+02
    30.420000   102.560000 -0.12681E-01  0.35898E-01  0.31375E-01  0.74518E+04 -0.39488E+05  0.19408E+03  0.29337E+05  0.15225E+04 -0.38082E+04 -0.75971E-07 -0.61880E-06  0.91563E-06  0.00000E+00  0.96721E-07  0.20874E+05  0.20863E+05  0.20869E+05 -0.87256E+04  0.12006E+03  0.20885E+05 -0.87101E+04  0.22914E+03  0.33045E+02  0.12011E+03 -0.88099E+04  0.35353E+03  0.29872E+02  0.56684E+02
    30.480000   102.560000 -0.11010E-01  0.46491E-01  0.30792E-01  0.12008E+05 -0.34874E+05  0.32226E+03  0.41403E+05  0.40129E+03 -0.56943E+04 -0.50283E-07 -0.70944E-06  0.11031E-05  0.00000E+00  0.94923E-07  0.22833E+05  0.22797E+05  0.22804E+05 -0.10192E+05  0.12007E+03  0.22868E+05 -0.10143E+05  0.22929E+03  0.33075E+02  0.12018E+03 -0.57650E+04  0.35355E+03  0.29884E+02  0.56593E+02
    30.540000   102.560000 -0.91388E-02  0.59917E-01  0.29569E-01  0.15552E+05 -0.24051E+05  0.51578E+03  0.56360E+05 -0.16630E+04 -0.79488E+04 -0.22324E-07 -0.81546E-06  0.13104E-05  0.00000E+00  0.91154E-07  0.23853E+05  0.23758E+05  0.23764E+05 -0.12152E+05  0.12007E+03  0.23948E+05 -0.12053E+05  0.22950E+03  0.33113E+02  0.12025E+03 -0.16642E+03  0.35360E+03  0.29898E+02  0.56483E+02
    30.600000   102.560000 -0.73789E-02  0.76557E-01  0.27631E-01  0.16782E+05 -0.46888E+04  0.78442E+03  0.73206E+05 -0.49476E+04 -0.10364E+05  0.73059E-08 -0.93997E-06  0.15269E-05  0.00000E+00  0.85180E-07  0.23020E+05  0.22802E+05  0.22804E+05 -0.14535E+05  0.12004E+03  0.23237E+05 -0.14389E+05  0.22976E+03  0.33156E+02  0.12033E+03  0.87029E+04  0.35369E+03  0.29910E+02  0.56363E+02
    30.660000   102.560000 -0.62026E-02  0.96527E-01  0.24966E-01  0.14529E+05  0.24872E+05  0.11242E+04  0.89802E+05 -0.95878E+04 -0.12577E+05  0.39515E-07 -0.10848E-05  0.17358E-05  0.00000E+00  0.76963E-07  0.19270E+05  0.18839E+05  0.18839E+05 -0.17033E+05  0.11999E+03  0.19699E+05 -0.16885E+05  0.23007E+03  0.33198E+02  0.12041E+03  0.21186E+05  0.35383E+03  0.29920E+02  0.56247E+02
    30.720000   102.560000 -0.61789E-02  0.11952E+00  0.21640E-01  0.83663E+04  0.64651E+05  0.15140E+04  0.10310E+06 -0.15459E+05 -0.14143E+05  0.77197E-07 -0.12481E-05  0.19164E-05  0.00000E+00  0.66711E-07  0.11708E+05  0.10966E+05  0.10977E+05 -0.19067E+05  0.11991E+03  0.12447E+05 -0.19027E+05  0.23038E+03  0.33235E+02  0.12046E+03  0.36953E+05  0.35403E+03  0.29924E+02  0.56154E+02
    30.780000   102.560000 -0.78391E-02  0.14475E+00  0.17794E-01 -0.92209E+03  0.11239E+06  0.19203E+04  0.10996E+06 -0.22132E+05 -0.14662E+05  0.12450E-06 -0.14229E-05  0.20474E-05  0.00000E+00  0.54853E-07  0.91848E+00 -0.11176E+04 -0.10667E+04 -0.19911E+05  0.11981E+03  0.11185E+04 -0.20133E+05  0.23068E+03  0.33258E+02  0.12049E+03  0.54891E+05  0.35425E+03  0.29923E+02  0.56100E+02
    30.840000   102.560000 -0.11516E-01  0.17097E+00  0.13608E-01 -0.11384E+05  0.16373E+06  0.23092E+04  0.10823E+06 -0.28959E+05 -0.13935E+05  0.18490E-06 -0.15966E-05  0.21132E-05  0.00000E+00  0.41951E-07 -0.15341E+05 -0.16826E+05 -0.16705E+05 -0.18934E+05  0.11970E+03 -0.13849E+05 -0.19561E+05  0.23090E+03  0.33264E+02  0.12048E+03  0.73300E+05  0.35447E+03  0.29917E+02  0.56093E+02
    30.900000   102.560000 -0.17229E-01  0.19674E+00  0.92668E-02 -0.20537E+05  0.21336E+06  0.26583E+04  0.97606E+05 -0.35250E+05 -0.12032E+05  0.25900E-06 -0.17536E-05  0.21071E-05  0.00000E+00  0.28567E-07 -0.32995E+05 -0.34747E+05 -0.34542E+05 -0.15862E+05  0.11961E+03 -0.31222E+05 -0.16952E+05  0.23103E+03  0.33252E+02  0.12045E+03  0.90343E+05  0.35466E+03  0.29909E+02  0.56133E+02
    30.960000   102.560000 -0.24669E-01  0.22066E+00  0.49173E-02 -0.26275E+05  0.25647E+06  0.29619E+04  0.79692E+05 -0.40469E+05 -0.92560E+04  0.34347E-06 -0.18792E-05  0.20330E-05  0.00000E+00  0.15159E-07 -0.51184E+05 -0.53043E+05 -0.52768E+05 -0.10893E+05  0.11955E+03 -0.49288E+05 -0.12391E+05  0.23106E+03  0.33224E+02  0.12040E+03  0.10453E+06  0.35479E+03  0.29904E+02  0.56207E+02
    31.020000   102.560000 -0.33296E-01  0.24165E+00  0.66072E-03 -0.27547E+05  0.29000E+06  0.32265E+04  0.57301E+05 -0.44340E+05 -0.60158E+04  0.43172E-06 -0.19630E-05  0.19031E-05  0.00000E+00  0.20368E-08 -0.68182E+05 -0.69984E+05 -0.69676E+05 -0.46186E+04  0.11953E+03 -0.66331E+05 -0.63814E+04  0.23099E+03  0.33185E+02  0.12036E+03  0.11505E+06  0.35485E+03  0.29904E+02  0.56301E+02
    31.080000   102.560000 -0.42483E-01  0.25907E+00 -0.34431E-02 -0.24512E+05  0.31298E+06  0.34618E+04  0.33473E+05 -0.46845E+05 -0.26951E+04  0.51592E-06 -0.20012E-05  0.17338E-05  0.00000E+00 -0.10614E-07 -0.82740E+05 -0.84361E+05 -0.84063E+05  0.22019E+04  0.11953E+03 -0.81064E+05  0.34149E+03  0.23086E+03  0.33141E+02  0.12031E+03  0.12177E+06  0.35483E+03  0.29909E+02  0.56399E+02
    31.140000   102.560000 -0.51659E-01  0.27269E+00 -0.73580E-02 -0.18218E+05  0.32618E+06  0.36717E+04  0.10634E+05 -0.48138E+05  0.43254E+03  0.58911E-06 -0.19959E-05  0.15421E-05  0.00000E+00 -0.22683E-07 -0.94259E+05 -0.95637E+05 -0.95381E+05  0.88770E+04  0.11957E+03 -0.92827E+05  0.70568E+04  0.23068E+03  0.33097E+02  0.12028E+03  0.12508E+06  0.35476E+03  0.29919E+02  0.56492E+02
    31.200000   102.560000 -0.60396E-01  0.28259E+00 -0.11055E-01 -0.10049E+05  0.33134E+06  0.38513E+04 -0.97918E+04 -0.48439E+05  0.32212E+04  0.64666E-06 -0.19533E-05  0.13417E-05  0.00000E+00 -0.34080E-07 -0.10272E+06 -0.10385E+06 -0.10365E+06  0.14938E+05  0.11962E+03 -0.10155E+06  0.13244E+05  0.23049E+03  0.33056E+02  0.12026E+03  0.12565E+06  0.35466E+03  0.29931E+02  0.56575E+02
    31.260000   102.560000 -0.68425E-01  0.28906E+00 -0.14505E-01 -0.12471E+04  0.33036E+06  0.39894E+04 -0.27316E+05 -0.47966E+05  0.56247E+04  0.68659E-06 -0.18813E-05  0.11426E-05  0.00000E+00 -0.44714E-07 -0.10847E+06 -0.10936E+06 -0.10922E+06  0.20171E+05  0.11967E+03 -0.10755E+06  0.18643E+05  0.23029E+03  0.33020E+02  0.12024E+03  0.12411E+06  0.35454E+03  0.29944E+02  0.56646E+02
    31.320000   102.560000 -0.75608E-01  0.29243E+00 -0.17674E-01  0.73533E+04  0.32484E+06  0.40736E+04 -0.42068E+05 -0.46893E+05  0.76545E+04  0.70907E-06 -0.17876E-05  0.95117E-06  0.00000E+00 -0.54484E-07 -0.11198E+06 -0.11267E+06 -0.11257E+06  0.24556E+05  0.11973E+03 -0.11126E+06  0.23206E+05  0.23010E+03  0.32988E+02  0.12023E+03  0.12101E+06  0.35442E+03  0.29955E+02  0.56708E+02
    31.380000   102.560000 -0.81896E-01  0.29307E+00 -0.20530E-01  0.15350E+05  0.31591E+06  0.40957E+04 -0.54426E+05 -0.45348E+05  0.93437E+04  0.71563E-06 -0.16792E-05  0.77064E-06  0.00000E+00 -0.63289E-07 -0.11367E+06 -0.11419E+06 -0.11413E+06  0.28174E+05  0.11979E+03 -0.11313E+06  0.26998E+05  0.22992E+03  0.32961E+02  0.12021E+03  0.11671E+06  0.35429E+03  0.29965E+02  0.56761E+02
    31.440000   102.560000 -0.87279E-01  0.29128E+00 -0.23046E-01  0.22658E+05  0.30430E+06  0.40533E+04 -0.64758E+05 -0.43428E+05  0.10726E+05  0.70834E-06 -0.15614E-05  0.60276E-06  0.00000E+00 -0.71045E-07 -0.11387E+06 -0.11426E+06 -0.11422E+06  0.31130E+05  0.11984E+03 -0.11348E+06  0.30117E+05  0.22975E+03  0.32937E+02  0.12020E+03  0.11146E+06  0.35417E+03  0.29973E+02  0.56808E+02
    31.500000   102.560000 -0.91759E-01  0.28737E+00 -0.25202E-01  0.29345E+05  0.29048E+06  0.39501E+04 -0.73299E+05 -0.41206E+05  0.11828E+05  0.68939E-06 -0.14387E-05  0.44834E-06  0.00000E+00 -0.77690E-07 -0.11280E+06 -0.11308E+06 -0.11306E+06  0.33503E+05  0.11989E+03 -0.11252E+06  0.32642E+05  0.22958E+03  0.32917E+02  0.12019E+03  0.10544E+06  0.35405E+03  0.29979E+02  0.56848E+02
    31.560000   102.560000 -0.95340E-01  0.28161E+00 -0.26986E-01  0.35504E+05  0.27483E+06  0.37943E+04 -0.80148E+05 -0.38752E+05  0.12665E+05  0.66080E-06 -0.13146E-05  0.30784E-06  0.00000E+00 -0.83190E-07 -0.11061E+06 -0.11080E+06 -0.11080E+06  0.35342E+05  0.11995E+03 -0.11042E+06  0.34618E+05  0.22943E+03  0.32900E+02  0.12018E+03  0.98824E+05  0.35394E+03  0.29985E+02  0.56881E+02
    31.620000   102.560000 -0.98029E-01  0.27428E+00 -0.28397E-01  0.41176E+05  0.25775E+06  0.35965E+04 -0.85321E+05 -0.36131E+05  0.13249E+05  0.62443E-06 -0.11921E-05  0.18153E-06  0.00000E+00 -0.87541E-07 -0.10743E+06 -0.10756E+06 -0.10756E+06  0.36668E+05  0.12000E+03 -0.10730E+06  0.36064E+05  0.22929E+03  0.32887E+02  0.12017E+03  0.91777E+05  0.35383E+03  0.29989E+02  0.56907E+02
    31.680000   102.560000 -0.99840E-01  0.26567E+00 -0.29445E-01  0.46337E+05  0.23969E+06  0.33683E+04 -0.88819E+05 -0.33411E+05  0.13594E+05  0.58202E-06 -0.10736E-05  0.69519E-07  0.00000E+00 -0.90770E-07 -0.10340E+06 -0.10349E+06 -0.10349E+06  0.37493E+05  0.12004E+03 -0.10331E+06  0.36990E+05  0.22916E+03  0.32877E+02  0.12017E+03  0.84484E+05  0.35372E+03  0.29992E+02  0.56927E+02
    31.740000   102.560000 -0.10080E+00  0.25604E+00 -0.30145E-01  0.50912E+05  0.22110E+06  0.31208E+04 -0.90684E+05 -0.30657E+05  0.13714E+05  0.53524E-06 -0.96113E-06 -0.28285E-07  0.00000E+00 -0.92927E-07 -0.98673E+05 -0.98743E+05 -0.98733E+05  0.37834E+05  0.12008E+03 -0.98601E+05  0.37416E+05  0.22905E+03  0.32871E+02  0.12016E+03  0.77131E+05  0.35362E+03  0.29993E+02  0.56939E+02
    31.800000   102.560000 -0.10097E+00  0.24568E+00 -0.30520E-01  0.54806E+05  0.20246E+06  0.28643E+04 -0.91020E+05 -0.27931E+05  0.13631E+05  0.48572E-06 -0.85618E-06 -0.11224E-06  0.00000E+00 -0.94085E-07 -0.93414E+05 -0.93474E+05 -0.93453E+05  0.37721E+05  0.12012E+03 -0.93352E+05  0.37370E+05  0.22896E+03  0.32868E+02  0.12016E+03  0.69895E+05  0.35354E+03  0.29994E+02  0.56945E+02
    31.860000   102.560000 -0.10040E+00  0.23482E+00 -0.30600E-01  0.57937E+05  0.18418E+06  0.26073E+04 -0.89992E+05 -0.25286E+05  0.13372E+05  0.43496E-06 -0.75984E-06 -0.18297E-06  0.00000E+00 -0.94331E-07 -0.87800E+05 -0.87858E+05 -0.87825E+05  0.37199E+05  0.12016E+03 -0.87740E+05  0.36902E+05  0.22889E+03  0.32868E+02  0.12016E+03  0.62924E+05  0.35346E+03  0.29994E+02  0.56945E+02
    31.920000   102.560000 -0.99182E-01  0.22370E+00 -0.30416E-01  0.60257E+05  0.16663E+06  0.23567E+04 -0.87818E+05 -0.22763E+05  0.12967E+05  0.38437E-06 -0.67270E-06 -0.24135E-06  0.00000E+00 -0.93764E-07 -0.81999E+05 -0.82060E+05 -0.82014E+05  0.36326E+05  0.12018E+03 -0.81936E+05  0.36071E+05  0.22883E+03  0.32871E+02  0.12016E+03  0.56335E+05  0.35340E+03  0.29992E+02  0.56941E+02
    31.980000   102.560000 -0.97405E-01  0.21250E+00 -0.30002E-01  0.61759E+05  0.15006E+06  0.21175E+04 -0.84736E+05 -0.20396E+05  0.12448E+05  0.33513E-06 -0.59490E-06 -0.28845E-06  0.00000E+00 -0.92487E-07 -0.76161E+05 -0.76226E+05 -0.76168E+05  0.35167E+05  0.12021E+03 -0.76094E+05  0.34945E+05  0.22878E+03  0.32875E+02  0.12016E+03  0.50207E+05  0.35335E+03  0.29990E+02  0.56935E+02
    32.040000   102.560000 -0.95163E-01  0.20140E+00 -0.29392E-01  0.62479E+05  0.13463E+06  0.18933E+04 -0.80986E+05 -0.18203E+05  0.11846E+05  0.28820E-06 -0.52624E-06 -0.32545E-06  0.00000E+00 -0.90606E-07 -0.70411E+05 -0.70480E+05 -0.70413E+05  0.33789E+05  0.12022E+03 -0.70339E+05  0.33595E+05  0.22875E+03  0.32881E+02  0.12016E+03  0.44583E+05  0.35331E+03  0.29986E+02  0.56926E+02
    32.100000   102.560000 -0.92550E-01  0.19050E+00 -0.28618E-01  0.62488E+05  0.12044E+06  0.16860E+04 -0.76791E+05 -0.16194E+05  0.11190E+05  0.24431E-06 -0.46623E-06 -0.35358E-06  0.00000E+00 -0.88222E-07 -0.64845E+05 -0.64918E+05 -0.64844E+05  0.32256E+05  0.12023E+03 -0.64771E+05  0.32085E+05  0.22873E+03  0.32888E+02  0.12016E+03  0.39479E+05  0.35328E+03  0.29982E+02  0.56915E+02
    32.160000   102.560000 -0.89653E-01  0.17992E+00 -0.27712E-01  0.61876E+05  0.10750E+06  0.14966E+04 -0.72342E+05 -0.14372E+05  0.10505E+05  0.20394E-06 -0.41419E-06 -0.37405E-06  0.00000E+00 -0.85429E-07 -0.59534E+05 -0.59608E+05 -0.59530E+05  0.30626E+05  0.12024E+03 -0.59458E+05  0.30474E+05  0.22872E+03  0.32895E+02  0.12016E+03  0.34884E+05  0.35326E+03  0.29977E+02  0.56905E+02
    32.220000   102.560000 -0.86552E-01  0.16970E+00 -0.26702E-01  0.60748E+05  0.95783E+05  0.13253E+04 -0.67797E+05 -0.12730E+05  0.98102E+04  0.16734E-06 -0.36934E-06 -0.38801E-06  0.00000E+00 -0.82316E-07 -0.54523E+05 -0.54597E+05 -0.54517E+05  0.28947E+05  0.12024E+03 -0.54447E+05  0.28812E+05  0.22871E+03  0.32902E+02  0.12015E+03  0.30774E+05  0.35325E+03  0.29971E+02  0.56894E+02
    32.280000   102.560000 -0.83313E-01  0.15991E+00 -0.25614E-01  0.59208E+05  0.85228E+05  0.11715E+04 -0.63275E+05 -0.11260E+05  0.91230E+04  0.13460E-06 -0.33085E-06 -0.39651E-06  0.00000E+00 -0.78961E-07 -0.49835E+05 -0.49908E+05 -0.49828E+05  0.27257E+05  0.12024E+03 -0.49761E+05  0.27137E+05  0.22871E+03  0.32909E+02  0.12015E+03  0.27114E+05  0.35325E+03  0.29966E+02  0.56885E+02
